,Brand,Model,Variant,Manufacturing_Year,Driven_Kilometers,Fuel,Number_Of_Owners,Location,Price
236,Volkswagen,Vento,Highline Plus 1.2 (P) AT 16 Alloy,2020,"5,355 Kms",Petrol,UnRegistered Car,Mumbai,14.5 Lakh
237,Volkswagen,Polo,GT TSI,2020,"9,100 Kms",Petrol,UnRegistered Car,Mumbai,10.74 Lakh
238,Honda,Amaze,1.2 VX i-VTEC,2020,"15,918 Kms",Petrol,UnRegistered Car,Mumbai,9.4 Lakh
239,Skoda,Superb,Elegance TDI AT,2015,"75,444 Kms",Diesel,First,Mumbai,10.75 Lakh
240,Volkswagen,Vento,Highline Plus 1.2 (P) AT 16 Alloy,2020,"5,355 Kms",Petrol,UnRegistered Car,Mumbai,14.5 Lakh
241,Volkswagen,Polo,GT TSI,2020,"9,100 Kms",Petrol,UnRegistered Car,Mumbai,10.74 Lakh
242,Honda,Amaze,1.2 VX i-VTEC,2020,"15,918 Kms",Petrol,UnRegistered Car,Mumbai,9.4 Lakh
243,Skoda,Superb,Elegance TDI AT,2015,"75,444 Kms",Diesel,First,Mumbai,10.75 Lakh
244,Maruti Suzuki,Swift DZire,Automatic,2013,"78,000 Kms",Petrol,Second,Pune,3.75 Lakh
245,Honda,Amaze,1.5 E i-DTEC,2016,"67,000 Kms",Diesel,First,Kanpur,5.25 Lakh
246,Hyundai,Grand i10,Magna 1.1 CRDi [2016-2017],2018,"43,261 Kms",Diesel,First,Ghaziabad,4.25 Lakh
247,Maruti Suzuki,Baleno,Delta 1.2,2018,"56,000 Kms",Petrol,First,Kanpur,6.25 Lakh
248,Hyundai,i10,Magna,2008,"83,500 Kms",Petrol,First,Jaipur,1.9 Lakh
249,Maruti Suzuki,Alto,LXi CNG,2009,"47,000 Kms",CNG,Second,Kanpur,1.25 Lakh
250,Maruti Suzuki,Alto,LXi BS-III,2009,"60,000 Kms",Petrol,Second,Kanpur,1.2 Lakh
251,Mercedes-Benz,CLA,200 CDI Style (CBU),2017,"36,818 Kms",Diesel,First,Hyderabad,27 Lakh
252,Maruti Suzuki,S-Presso,Vxi Plus AMT,2019,"9,631 Kms",Petrol,First,Hyderabad,5.3 Lakh
253,Maruti Suzuki,Wagon R,LXI,2014,"33,000 Kms",Petrol,First,Delhi,3.1 Lakh
254,Maruti Suzuki,Swift,VDi,2019,"43,285 Kms",Diesel,First,Ghaziabad,6.4 Lakh
255,Hyundai,Eon,Era +,2017,"43,255 Kms",Petrol,Second,Mumbai,2.75 Lakh
256,Honda,Brio,S MT,2016,"9,680 Kms",Petrol,First,Mumbai,4.25 Lakh
257,Honda,Amaze,1.2 V MT Petrol [2018-2020],2019,"23,118 Kms",Petrol,First,Bangalore,7.49 Lakh
258,Honda,City,1.5 V AT,2011,"59,000 Kms",Petrol,Second,Kanpur,3 Lakh
259,Honda,City,SV CVT,2015,"67,123 Kms",Petrol,First,Thane,6.75 Lakh
260,Honda,Jazz,VX AT,2015,"32,123 Kms",Petrol,First,Thane,5.9 Lakh
261,Ford,Ecosport,Titanium 1.5L Ti-VCT,2018,"24,735 Kms",Petrol,First,Delhi,9.3 Lakh
262,Renault,Kwid,1.0 RXT AMT Opt [2016-2019],2019,"7,123 Kms",Petrol,First,Thane,4.95 Lakh
263,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,2018,"42,036 Kms",Petrol,Second,Delhi,5.61 Lakh
264,Honda,City,SV CVT,2015,"67,123 Kms",Petrol,First,Thane,6.75 Lakh
265,Honda,Jazz,VX AT,2015,"32,123 Kms",Petrol,First,Thane,5.9 Lakh
266,Ford,Ecosport,Titanium 1.5L Ti-VCT,2018,"24,735 Kms",Petrol,First,Delhi,9.3 Lakh
267,Renault,Kwid,1.0 RXT AMT Opt [2016-2019],2019,"7,123 Kms",Petrol,First,Thane,4.95 Lakh
268,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,2018,"42,036 Kms",Petrol,Second,Delhi,5.61 Lakh
269,Ford,Ecosport,Ambiente 1.5L Ti-VCT,2019,"5,886 Kms",Petrol,First,Delhi,9.9 Lakh
270,Maruti Suzuki,Vitara Brezza,ZDi Plus,2018,"34,123 Kms",Diesel,First,Thane,9.85 Lakh
271,Volkswagen,Vento,Highline Petrol AT,2011,"49,517 Kms",Petrol,Third,Delhi,3.5 Lakh
272,Hyundai,Verna,1.6 CRDI SX,2016,"66,131 Kms",Diesel,First,Delhi,7.75 Lakh
273,Tata,Tigor,Revotron XZ,2018,"66,000 Kms",Petrol,First,Akola,5.25 Lakh
274,Renault,Duster,85 PS RxE Diesel,2014,"62,000 Kms",Diesel,First,Akola,5.75 Lakh
275,Tata,Zest,XT Diesel,2015,"44,000 Kms",Diesel,First,Akola,5 Lakh
276,Maruti Suzuki,Baleno,Delta 1.2,2017,"36,000 Kms",Petrol,First,Akola,5.8 Lakh
277,Hyundai,Verna,1.6 VTVT SX (O),2019,"10,000 Kms",Petrol,First,Chennai,11.95 Lakh
278,Maruti Suzuki,Celerio X,ZXi AMT,2019,"17,565 Kms",Petrol,First,Pune,5.65 Lakh
279,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,"40,000 Kms",Petrol,First,Delhi,7.5 Lakh
280,Honda,City,1.5 S AT,2008,"68,000 Kms",Petrol,Second,Pune,3 Lakh
281,Hyundai,Eon,Era +,2014,"47,000 Kms",Petrol,First,Pune,2.75 Lakh
282,Maruti Suzuki,Ciaz,Delta 1.3 Hybrid,2018,"58,000 Kms",Diesel,First,Aurangabad,8.6 Lakh
283,Toyota,Corolla Altis,1.8 GL,2010,"82,000 Kms",Petrol,First,Pune,3.85 Lakh
284,Maruti Suzuki,Swift,VDi,2015,"83,781 Kms",Diesel,First,Hyderabad,5.5 Lakh
285,Toyota,Innova,2.5 E 7 STR,2010,"85,252 Kms",Diesel,Second,Bhopal,5.25 Lakh
286,Renault,Kwid,1.0 RXT [2016-2019],2016,"9,000 Kms",Petrol,First,Delhi,2.9 Lakh
287,Ford,Figo,Duratec Petrol ZXI 1.2,2013,"45,000 Kms",Petrol,First,Delhi,2.5 Lakh
288,Hyundai,Grand i10,Sportz (O) U2 1.2 CRDi [2017-2018],2015,"53,626 Kms",Diesel,First,Bhopal,4.25 Lakh
289,Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2013-2016],2015,"14,800 Kms",Petrol,First,Delhi,3.75 Lakh
290,Honda,Amaze,1.2 S i-VTEC,2016,"56,000 Kms",Petrol,First,Delhi,4.6 Lakh
291,Ford,Figo,Duratec Petrol ZXI 1.2,2013,"45,000 Kms",Petrol,First,Delhi,2.5 Lakh
292,Hyundai,Creta,1.4 S,2016,"51,000 Kms",Diesel,First,Ghaziabad,8.5 Lakh
293,Maruti Suzuki,Ciaz,ZDi SHVS,2015,"53,000 Kms",Diesel,First,Ghaziabad,5.5 Lakh
294,Jaguar,XE,Prestige Diesel,2019,"20,000 Kms",Diesel,First,Ahmedabad,32.5 Lakh
295,Honda,City,1.5 S AT,2008,"68,000 Kms",Petrol,Second,Pune,3 Lakh
296,Hyundai,Eon,Era +,2014,"47,000 Kms",Petrol,First,Pune,2.75 Lakh
297,Volvo,XC60,D5 AWD AT,2011,"1,11,220 Kms",Diesel,First,Aurangabad,9.9 Lakh
298,MG,Hector Plus,Sharp 1.5 DCT Petrol,2020,"15,800 Kms",Petrol,First,Delhi,19.5 Lakh
299,Hyundai,Elite i20,Asta 1.2 (O),2015,"44,000 Kms",Petrol,Second,Ahmedabad,5.75 Lakh
300,Toyota,Innova,2.5 E 7 STR,2010,"85,252 Kms",Diesel,Second,Bhopal,5.25 Lakh
301,Renault,Triber,RXZ [2019-2020],2020,"13,400 Kms",Petrol,UnRegistered Car,Ahmedabad,6.5 Lakh
302,Nissan,Terrano,XV D THP Premium 110 PS Edition,2014,"49,136 Kms",Diesel,First,Thane,5.9 Lakh
303,Toyota,Corolla Altis,1.8 GL,2010,"82,000 Kms",Petrol,First,Pune,3.85 Lakh
304,Maruti Suzuki,Swift,VDi,2015,"83,781 Kms",Diesel,First,Hyderabad,5.5 Lakh
305,Hyundai,Verna,EX 1.6 CRDi [2017-2018],2018,"61,490 Kms",Diesel,First,Aurangabad,10.5 Lakh
306,Maruti Suzuki,Ciaz,Delta 1.3 Hybrid,2018,"58,000 Kms",Diesel,First,Aurangabad,8.6 Lakh
307,Maruti Suzuki,Alto,LXi CNG,2012,"62,308 Kms",CNG,First,Hyderabad,2.45 Lakh
308,Hyundai,Creta,EX 1.5 Petrol,2020,"11,000 Kms",Petrol,First,Chennai,11.75 Lakh
309,Maruti Suzuki,Ciaz,Alpha 1.5 Diesel,2019,"33,363 Kms",Diesel,First,Thane,10.31 Lakh
310,Toyota,Fortuner,2.7 4x2 AT [2016-2020],2017,"46,000 Kms",Petrol,Second,Delhi,25 Lakh
311,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,"40,000 Kms",Petrol,First,Delhi,7.5 Lakh
312,Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2013-2016],2015,"14,800 Kms",Petrol,First,Delhi,3.75 Lakh
313,Honda,Amaze,1.2 S i-VTEC,2016,"56,000 Kms",Petrol,First,Delhi,4.6 Lakh
314,Renault,Triber,RXZ [2019-2020],2020,"13,400 Kms",Petrol,UnRegistered Car,Ahmedabad,6.5 Lakh
315,Hyundai,Creta,EX 1.5 Petrol,2020,"11,000 Kms",Petrol,First,Chennai,11.75 Lakh
316,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,"40,000 Kms",Petrol,First,Delhi,7.5 Lakh
317,Volvo,XC60,D5 AWD AT,2011,"1,11,220 Kms",Diesel,First,Aurangabad,9.9 Lakh
318,Hyundai,Verna,EX 1.6 CRDi [2017-2018],2018,"61,490 Kms",Diesel,First,Aurangabad,10.5 Lakh
319,Maruti Suzuki,Ciaz,Delta 1.3 Hybrid,2018,"58,000 Kms",Diesel,First,Aurangabad,8.6 Lakh
320,Hyundai,Eon,Era +,2014,"47,000 Kms",Petrol,First,Pune,2.75 Lakh
321,Honda,City,1.5 S AT,2008,"68,000 Kms",Petrol,Second,Pune,3 Lakh
322,Maruti Suzuki,Ciaz,Alpha 1.5 Diesel,2019,"33,363 Kms",Diesel,First,Thane,10.31 Lakh
323,Ford,Figo,Titanium 1.2 Ti-VCT,2017,"35,500 Kms",Petrol,First,Ahmedabad,4.9 Lakh
324,MG,Hector Plus,Sharp 1.5 DCT Petrol,2020,"15,800 Kms",Petrol,First,Delhi,19.5 Lakh
325,Hyundai,i10,Magna 1.2 Kappa2,2016,"18,000 Kms",Petrol,First,Delhi,3.9 Lakh
326,Toyota,Innova,2.5 V 7 STR,2013,"1,29,000 Kms",Diesel,First,Delhi,6.9 Lakh
327,Maruti Suzuki,Swift DZire,VXI,2014,"52,182 Kms",Petrol,First,Delhi,3.8 Lakh
328,Honda,City,VX CVT,2016,"52,000 Kms",Petrol,First,Delhi,7.75 Lakh
329,Kia,Seltos,GTX Plus 1.4 [2020-2021],2019,"18,000 Kms",Petrol,First,Delhi,16.5 Lakh
330,Audi,A4,2.0 TDI (177bhp) Premium Plus,2014,"75,000 Kms",Diesel,First,Delhi,12.25 Lakh
331,Maruti Suzuki,Swift DZire,LXI,2012,"46,000 Kms",Petrol,First,Ahmedabad,3.9 Lakh
332,Maruti Suzuki,Swift,VXi AMT [2018-2019],2020,"13,000 Kms",Petrol,First,Ahmedabad,6.9 Lakh
333,Honda,City,VX CVT,2016,"64,000 Kms",Petrol,First,Ahmedabad,8.4 Lakh
334,Hyundai,Creta,SX 1.5 Diesel,2020,"14,500 Kms",Diesel,First,Ahmedabad,15.9 Lakh
335,Kia,Seltos,HTK Plus 1.5 [2019-2020],2020,"18,000 Kms",Petrol,First,Delhi,12.5 Lakh
336,Maruti Suzuki,Swift,VXi AMT [2018-2019],2020,"13,000 Kms",Petrol,First,Ahmedabad,6.9 Lakh
337,Honda,City,VX CVT,2016,"64,000 Kms",Petrol,First,Ahmedabad,8.4 Lakh
338,Hyundai,Creta,SX 1.5 Diesel,2020,"14,500 Kms",Diesel,First,Ahmedabad,15.9 Lakh
339,Kia,Seltos,HTK Plus 1.5 [2019-2020],2020,"18,000 Kms",Petrol,First,Delhi,12.5 Lakh
340,Hyundai,Verna,1.6 CRDI SX (O) AT,2016,"37,555 Kms",Diesel,First,Delhi,7.75 Lakh
341,Audi,Q3,2.0 TDI S Edition,2015,"85,000 Kms",Diesel,First,Delhi,14.75 Lakh
342,Audi,Q3,2.0 TDI quattro Premium Plus,2014,"93,000 Kms",Diesel,Third,Delhi,13.25 Lakh
343,Toyota,Innova,2.7 GX AT 7 STR [2016-2020],2018,"41,000 Kms",Petrol,First,Delhi,16.5 Lakh
344,Honda,WR-V,VX MT Petrol,2018,"23,700 Kms",Petrol,First,Delhi,7.5 Lakh
345,Maruti Suzuki,Swift DZire,VXi,2010,"66,000 Kms",Petrol,First,Ghaziabad,2.25 Lakh
346,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,"40,000 Kms",Petrol,First,Delhi,7.5 Lakh
347,Maruti Suzuki,Ertiga,VXI CNG,2018,"62,312 Kms",CNG,First,Thane,8.75 Lakh
348,Jaguar,XE,Portfolio Diesel,2017,"92,530 Kms",Diesel,First,Hyderabad,29 Lakh
349,Honda,Amaze,1.2 VX AT i-VTEC,2020,"5,500 Kms",Petrol,First,Mumbai,9.5 Lakh
350,Hyundai,Grand i10,Magna 1.1 CRDi [2016-2017],2013,"67,000 Kms",Diesel,First,Bhopal,3.9 Lakh
351,Honda,City,EXi,2006,"78,262 Kms",Petrol,Second,Bhopal,1.8 Lakh
352,Chevrolet,Cruze,LTZ,2010,"58,166 Kms",Diesel,Second,Bhopal,3.8 Lakh
353,Tata,Safari,2.2 EX 4x2,2013,"78,252 Kms",Diesel,Second,Bhopal,5.25 Lakh
354,Maruti Suzuki,Ritz,Ldi BS-IV,2011,"58,654 Kms",Diesel,Second,Bhopal,2.9 Lakh
355,Hyundai,Eon,Era +,2014,"46,255 Kms",Petrol,First,Bhopal,2.65 Lakh
356,Maruti Suzuki,Wagon R,VXi,2010,"48,262 Kms",Petrol,First,Bhopal,2.6 Lakh
357,Mahindra,Xylo,E2,2010,"82,526 Kms",Diesel,Second,Bhopal,2.8 Lakh
358,Hyundai,Elite i20,Asta 1.4 (O) CRDi,2014,"52,737 Kms",Diesel,First,Bhopal,5.85 Lakh
359,Skoda,Superb,Elegance 2.0 TDI CR AT,2009,"72,536 Kms",Diesel,Second,Bhopal,4.65 Lakh
360,Maruti Suzuki,Ritz,GENUS VDI,2011,"58,262 Kms",Diesel,First,Bhopal,3.15 Lakh
361,Hyundai,Elite i20,Asta 1.4 (O) CRDi,2014,"52,737 Kms",Diesel,First,Bhopal,5.85 Lakh
362,Chevrolet,Cruze,LTZ,2010,"58,166 Kms",Diesel,Second,Bhopal,3.8 Lakh
363,Hyundai,Grand i10,Magna 1.1 CRDi [2016-2017],2013,"67,000 Kms",Diesel,First,Bhopal,3.9 Lakh
364,Hyundai,i20,Magna 1.4 CRDI,2012,"67,433 Kms",Diesel,Second,Bhopal,3.65 Lakh
365,Tata,Safari,2.2 EX 4x2,2013,"78,252 Kms",Diesel,Second,Bhopal,5.25 Lakh
366,Maruti Suzuki,DZire,ZXi AMT,2019,"14,000 Kms",Petrol,First,Mumbai,8 Lakh
367,Tata,Nexon,XMA Petrol,2018,"61,000 Kms",Petrol,First,Delhi,6.6 Lakh
368,Jeep,Compass,Longitude (O) 1.4 Petrol AT [2019-2020],2019,"16,624 Kms",Petrol,First,Bhubaneswar,16.5 Lakh
369,Tata,Safari,2.2 LX 4x2,2013,"79,000 Kms",Diesel,First,Kanpur,4.25 Lakh
370,Hyundai,Santro,Magna [2018-2020],2019,"13,000 Kms",Petrol,First,Lucknow,4.7 Lakh
371,Toyota,Fortuner,2.8 4x2 AT [2016-2020],2018,"85,000 Kms",Diesel,First,Ambala Cantt,29.5 Lakh
372,Mercedes-Benz,GLA,220 d 4MATIC,2017,"39,626 Kms",Diesel,First,Bhubaneswar,25 Lakh
373,Hyundai,Grand i10,Asta 1.1 CRDi [2013-2016],2016,"87,000 Kms",Diesel,First,Lucknow,4.46 Lakh
374,Mahindra,Quanto,C8,2014,"1,37,000 Kms",Diesel,First,Hyderabad,3.9 Lakh
375,Mahindra,Quanto,C8,2014,"1,45,000 Kms",Diesel,First,Hyderabad,3.9 Lakh
376,BMW,5-Series,520d Luxury Line,2013,"73,500 Kms",Diesel,Second,Ambala Cantt,18 Lakh
377,Hyundai,Elantra,1.6 S MT,2013,"85,000 Kms",Diesel,Third,Dehradun,5.15 Lakh
378,Audi,A4,2.0 TDI (177bhp) Premium Sport,2014,"65,200 Kms",Diesel,First,Ambala Cantt,16 Lakh
379,Mahindra,Quanto,C4,2014,"71,000 Kms",Diesel,First,Dehradun,3 Lakh
380,Mercedes-Benz,C-Class,C 220 CDI Style,2016,"73,000 Kms",Diesel,First,Ahmedabad,27.5 Lakh
381,Maruti Suzuki,Swift,VXi [2014-2017],2016,"58,000 Kms",Petrol,First,Mohali,4.8 Lakh
382,Hyundai,Creta,SX 1.6 CRDi,2018,"52,000 Kms",Diesel,First,Panchkula,11.25 Lakh
383,Maruti Suzuki,Wagon R,VXi 1.0 [2019-2019],2018,"37,000 Kms",Petrol,First,Panchkula,3.95 Lakh
384,Mercedes-Benz,C-Class,C 220 CDI Style,2016,"73,000 Kms",Diesel,First,Ahmedabad,27.5 Lakh
385,Tata,Safari,2.2 EX 4x2,2015,"32,000 Kms",Diesel,First,Agra,7.25 Lakh
386,Maruti Suzuki,Wagon R,VXi 1.0 [2019-2019],2018,"37,000 Kms",Petrol,First,Panchkula,3.95 Lakh
387,Renault,Duster,110 PS RxL Diesel,2014,"67,000 Kms",Diesel,First,Karnal,4.5 Lakh
388,Maruti Suzuki,Swift,VDi,2015,"64,000 Kms",Diesel,First,Karnal,4.6 Lakh
389,Maruti Suzuki,Wagon R,LXI CNG (O),2016,"61,000 Kms",CNG,Second,Karnal,3.15 Lakh
390,Toyota,Etios,VD,2012,"80,000 Kms",Diesel,First,Karnal,3.5 Lakh
391,Maruti Suzuki,Vitara Brezza,ZDi,2017,"6,100 Kms",Diesel,First,Karnal,7.7 Lakh
392,Maruti Suzuki,Swift,VXi [2014-2017],2016,"58,000 Kms",Petrol,First,Mohali,4.8 Lakh
393,Hyundai,Creta,SX 1.6 CRDi,2018,"52,000 Kms",Diesel,First,Panchkula,11.25 Lakh
394,Hyundai,Elite i20,Magna 1.2 [2016-2017],2016,"73,000 Kms",Petrol,Second,Panchkula,4.75 Lakh
395,Maruti Suzuki,Wagon R,VXi 1.0 AMT [2019-2019],2018,"31,500 Kms",Petrol,First,Panchkula,4.45 Lakh
396,Ford,Figo,Duratorq Diesel Titanium 1.4,2014,"85,000 Kms",Diesel,First,Panchkula,3.2 Lakh
397,Honda,Amaze,1.5 EX i-DTEC,2013,"56,352 Kms",Diesel,First,Bhopal,4.35 Lakh
398,Toyota,Camry,Hybrid [2015-2017],2018,"20,300 Kms",Petrol,First,Ahmedabad,27.5 Lakh
399,Honda,WR-V,VX MT Diesel,2017,"52,816 Kms",Diesel,First,Bhopal,8.85 Lakh
400,Toyota,Fortuner,3.0 4x4 MT,2012,"99,827 Kms",Diesel,Second,Bhopal,13.25 Lakh
401,Mahindra,Scorpio,S5 2WD 7 STR,2018,"67,169 Kms",Diesel,First,Bhopal,10.25 Lakh
402,Maruti Suzuki,Alto,VXi [2014-2019],2017,"48,657 Kms",Petrol,Second,Bhopal,3.25 Lakh
403,Honda,Jazz,S,2012,"77,848 Kms",Petrol,Second,Pune,3.9 Lakh
404,MG,Hector Plus,Sharp 1.5 DCT Petrol,2021,"3,831 Kms",Petrol,First,Thane,19.95 Lakh
405,Maruti Suzuki,SX4,VXI BS-IV,2009,"62,000 Kms",Petrol,First,Delhi,1.65 Lakh
406,Kia,Seltos,HTX Plus AT 1.5 Diesel [2019-2020],2020,"17,000 Kms",Diesel,First,Ahmedabad,17.9 Lakh
407,Renault,Captur,RXE Diesel,2019,"46,000 Kms",Diesel,First,Ahmedabad,7.9 Lakh
408,Toyota,Innova,2.8 ZX AT 7 STR [2016-2020],2016,"66,821 Kms",Diesel,First,Bangalore,19.6 Lakh
409,Hyundai,Xcent,S 1.2 Special Edition,2017,"48,084 Kms",Petrol,First,Bangalore,5.65 Lakh
410,Skoda,Rapid,1.5 TDI CR Elegance Black Package,2015,"72,000 Kms",Diesel,First,Nashik,5.85 Lakh
411,Ford,Aspire,Titanium1.5 TDCi,2017,"41,120 Kms",Diesel,First,Bangalore,6.7 Lakh
412,Maruti Suzuki,Swift,VXi,2015,"61,000 Kms",Petrol,First,Nashik,5.25 Lakh
413,Hyundai,Elite i20,Asta 1.2 (O) [2016],2017,"22,632 Kms",Petrol,Second,Bangalore,7.1 Lakh
414,Audi,A6,35 TDI Technology,2013,"63,000 Kms",Diesel,Second,Delhi,13.75 Lakh
415,Audi,Q3,30 TFSI Premium,2017,"40,000 Kms",Petrol,First,Delhi,26 Lakh
416,Toyota,Fortuner,2.7 4x2 AT [2016-2020],2018,"36,000 Kms",Petrol,First,Delhi,30 Lakh
417,Maruti Suzuki,Wagon R,VXI+ AMT (O),2017,"32,060 Kms",Petrol,First,Bangalore,5.2 Lakh
418,Honda,WR-V,VX MT Diesel,2019,"17,064 Kms",Diesel,First,Bangalore,10.65 Lakh
419,Mahindra,Bolero,Power Plus ZLX [2016-2019],2017,"41,000 Kms",Diesel,First,Ghaziabad,7.09 Lakh
420,Maruti Suzuki,Wagon R,LXI CNG,2017,"53,000 Kms",CNG,First,Ghaziabad,3.9 Lakh
421,Honda,City,1.5 S MT,2010,"69,315 Kms",Petrol,First,Hyderabad,3.5 Lakh
422,Mahindra,Marazzo,M8 7 STR,2019,"20,566 Kms",Diesel,First,Bangalore,13 Lakh
423,Mercedes-Benz,E-Class,E 200 Exclusive [2019-2019],2021,"4,500 Kms",Petrol,First,Delhi,70.75 Lakh
424,Mercedes-Benz,C-Class,C 220d Progressive [2018-2019],2019,"17,000 Kms",Diesel,First,Delhi,40 Lakh
425,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT [2016-2017],2018,"25,353 Kms",Petrol,First,Bangalore,6.05 Lakh
426,Honda,Jazz,V Petrol,2016,"40,077 Kms",Petrol,Second,Bangalore,5.9 Lakh
427,Volkswagen,Ameo,Highline1.2L Plus (P) 16 Alloy [2017-2018],2017,"19,856 Kms",Petrol,First,Bangalore,7.1 Lakh
428,Toyota,Camry,Hybrid [2015-2017],2018,"20,300 Kms",Petrol,First,Ahmedabad,27.5 Lakh
429,Hyundai,Eon,Era +,2013,"51,600 Kms",Petrol,Second,Ahmedabad,2.25 Lakh
430,Hyundai,Elite i20,Sportz 1.4 CRDI [2016-2017],2016,"68,221 Kms",Diesel,First,Hyderabad,6.5 Lakh
431,Maruti Suzuki,Wagon R,LXI CNG,2017,"42,000 Kms",CNG,First,Delhi,4 Lakh
432,Toyota,Camry,Hybrid [2015-2017],2018,"20,300 Kms",Petrol,First,Ahmedabad,27.5 Lakh
433,Hyundai,Eon,Era +,2013,"51,600 Kms",Petrol,Second,Ahmedabad,2.25 Lakh
434,Hyundai,Elite i20,Sportz 1.4 CRDI [2016-2017],2016,"68,221 Kms",Diesel,First,Hyderabad,6.5 Lakh
435,Maruti Suzuki,Wagon R,LXI CNG,2017,"42,000 Kms",CNG,First,Delhi,4 Lakh
436,Mahindra,XUV500,W6,2018,"50,000 Kms",Diesel,First,Delhi,10.95 Lakh
437,Maruti Suzuki,Vitara Brezza,VDi,2016,"46,121 Kms",Diesel,First,Mumbai,7.45 Lakh
438,Toyota,Yaris,VX CVT [2018-2020],2018,"23,570 Kms",Petrol,First,Bangalore,13.4 Lakh
439,Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 [2018-2020],2019,"49,890 Kms",Petrol,First,Bangalore,9.75 Lakh
440,Honda,WR-V,VX MT Diesel,2017,"52,816 Kms",Diesel,First,Bhopal,8.85 Lakh
441,Toyota,Fortuner,3.0 4x4 MT,2012,"99,827 Kms",Diesel,Second,Bhopal,13.25 Lakh
442,Maruti Suzuki,Ciaz,VDi + [2014-2015],2015,"58,000 Kms",Diesel,First,Ahmedabad,5.9 Lakh
443,Fiat,Punto,Active 1.3,2014,"42,000 Kms",Diesel,First,Ahmedabad,2.9 Lakh
444,Tata,Bolt,XE Diesel,2016,"92,930 Kms",Diesel,First,Aurangabad,3.8 Lakh
445,Ford,Endeavour,Trend 2.2 4x4 MT,2016,"34,000 Kms",Diesel,First,Chennai,21.9 Lakh
446,BMW,X1,sDrive20d(H),2011,"79,000 Kms",Diesel,First,Hyderabad,12.5 Lakh
447,MG,Hector Plus,Sharp 1.5 DCT Petrol,2021,"3,831 Kms",Petrol,First,Thane,19.95 Lakh
448,Maruti Suzuki,SX4,VXI BS-IV,2009,"62,000 Kms",Petrol,First,Delhi,1.65 Lakh
449,Renault,Captur,RXE Diesel,2019,"46,000 Kms",Diesel,First,Ahmedabad,7.9 Lakh
450,Kia,Seltos,HTX Plus AT 1.5 Diesel [2019-2020],2020,"17,000 Kms",Diesel,First,Ahmedabad,17.9 Lakh
451,Maruti Suzuki,Omni,E 8 STR BS-IV,2016,"22,994 Kms",Petrol,First,Hyderabad,2.9 Lakh
452,Honda,Amaze,1.5 EX i-DTEC,2013,"56,352 Kms",Diesel,First,Bhopal,4.35 Lakh
453,Toyota,Fortuner,2.8 4x2 MT [2016-2020],2017,"64,547 Kms",Diesel,First,Thane,25.21 Lakh
454,Honda,Jazz,S,2012,"77,848 Kms",Petrol,Second,Pune,3.9 Lakh
455,BMW,7-Series,730Ld DPE Signature,2017,"36,000 Kms",Diesel,First,Mumbai,69 Lakh
456,Jeep,Compass,Limited 2.0 Diesel [2017-2020],2017,"67,000 Kms",Diesel,First,Chennai,14.75 Lakh
457,Tata,Vista,LS TDI BS-III,2013,"1,19,708 Kms",Diesel,First,Hyderabad,2.1 Lakh
458,Honda,WR-V,VX MT Diesel,2017,"52,816 Kms",Diesel,First,Bhopal,8.85 Lakh
459,Toyota,Fortuner,3.0 4x4 MT,2012,"99,827 Kms",Diesel,Second,Bhopal,13.25 Lakh
460,Mahindra,XUV500,W10 AWD,2017,"44,230 Kms",Diesel,First,Hyderabad,14.95 Lakh
461,Skoda,Rapid,Ambition 1.5 TDI,2017,"88,535 Kms",Diesel,First,Hyderabad,8.25 Lakh
462,MG,Hector Plus,Sharp 1.5 DCT Petrol,2021,"3,831 Kms",Petrol,First,Thane,19.95 Lakh
463,Maruti Suzuki,SX4,VXI BS-IV,2009,"62,000 Kms",Petrol,First,Delhi,1.65 Lakh
464,Fiat,Punto,Active 1.3,2010,"85,000 Kms",Diesel,Second,Ahmedabad,1.9 Lakh
465,Hyundai,Santro,XS,2003,"65,900 Kms",Petrol,First,Ahmedabad,1.25 Lakh
466,Porsche,Cayenne,Turbo S,2005,"75,000 Kms",Petrol,Second,Ahmedabad,12.9 Lakh
467,Hyundai,i10,Magna 1.2 Kappa2,2012,"73,135 Kms",Petrol,First,Pune,2.9 Lakh
468,Maruti Suzuki,Ignis,Zeta 1.2 MT,2017,"25,000 Kms",Petrol,First,Delhi,4.65 Lakh
469,Honda,Civic,1.8V MT,2011,"59,633 Kms",Petrol,First,Bangalore,5.75 Lakh
470,Toyota,Fortuner,Sportivo 4x2 AT,2013,"1,90,000 Kms",Diesel,Second,Zirakpur,13.25 Lakh
471,Honda,Amaze,1.5 VX i-DTEC,2013,"54,000 Kms",Diesel,First,Zirakpur,3.85 Lakh
472,BMW,X5,3.0d,2010,"1,00,000 Kms",Diesel,First,Mumbai,16.25 Lakh
